"genes","cluster"
"K00336",18
"K00797",18
"K00806",18
"K00817",18
"K00928",18
"K01051",18
"K01077",18
"K01089",18
"K01143",18
"K01259",18
"K01449",18
"K01451",18
"K01479",18
"K01487",18
"K01531",18
"K01633",18
"K01638",18
"K01813",18
"K01947",18
"K02013",18
"K02015",18
"K02120",18
"K02233",18
"K02243",18
"K02315",18
"K02431",18
"K02547",18
"K02647",18
"K02669",18
"K02854",18
"K03308",18
"K03310",18
"K03321",18
"K03328",18
"K03523",18
"K03572",18
"K03639",18
"K03660",18
"K03718",18
"K03816",18
"K03824",18
"K03885",18
"K04069",18
"K04096",18
"K04477",18
"K04772",18
"K05311",18
"K05847",18
"K05853",18
"K05946",18
"K06182",18
"K07033",18
"K07160",18
"K07271",18
"K07404",18
"K07640",18
"K07710",18
"K07722",18
"K08297",18
"K08358",18
"K08968",18
"K09181",18
"K09457",18
"K09681",18
"K09696",18
"K09825",18
"K10001",18
"K10711",18
"K11136",18
"K11534",18
"K11991",18
"K12527",18
"K13252",18
"K13280",18
"K13328",18
"K13634",18
"K13641",18
"K13643",18
"K13919",18
"K13921",18
"K14056",18
"K14208",18
"K15582",18
"K16250",18
"K16329",18
"K17103",18
"K17870",18
"K18345",18
"K18606",18
"K18856",18
"K18908",18
"K19055",18
"K19304",18
"K19354",18
"K19545",18
"K19710",18
"K19817",18
"K20534",18
"K21747",18
"K22015",18
"K22042",18
"K22130",18
"K22278",18
"K23124",18
"K23351",18
"K23356",18
"K23876",18
"K24697",18
"K24733",18
"K24967",18
"K25144",18
"K26139",18
"K26510",18
"K26996",18
"K27084",18
"K27680",18
