"genes","cluster"
"K00113",16
"K00177",16
"K00188",16
"K00337",16
"K00394",16
"K00652",16
"K00824",16
"K00951",16
"K01023",16
"K01358",16
"K01364",16
"K01436",16
"K01711",16
"K01730",16
"K01935",16
"K01997",16
"K02008",16
"K02069",16
"K02188",16
"K02340",16
"K02349",16
"K02394",16
"K02454",16
"K02488",16
"K02549",16
"K02585",16
"K02798",16
"K02843",16
"K02850",16
"K02855",16
"K03270",16
"K03430",16
"K03446",16
"K03512",16
"K03651",16
"K03673",16
"K04885",16
"K05352",16
"K05576",16
"K05591",16
"K05604",16
"K05802",16
"K06177",16
"K06204",16
"K07019",16
"K07129",16
"K07248",16
"K07460",16
"K07782",16
"K07788",16
"K08068",16
"K08081",16
"K08309",16
"K09482",16
"K09808",16
"K10068",16
"K10211",16
"K10268",16
"K10614",16
"K10771",16
"K10834",16
"K10899",16
"K11443",16
"K11537",16
"K11615",16
"K11703",16
"K11704",16
"K12452",16
"K12583",16
"K12942",16
"K13018",16
"K13183",16
"K13278",16
"K13599",16
"K14115",16
"K14391",16
"K14392",16
"K14440",16
"K14664",16
"K14978",16
"K14980",16
"K15238",16
"K15726",16
"K15784",16
"K15872",16
"K15894",16
"K15898",16
"K15912",16
"K15920",16
"K16150",16
"K16180",16
"K16293",16
"K16781",16
"K16882",16
"K16922",16
"K18028",16
"K18221",16
"K18399",16
"K18702",16
"K18898",16
"K18959",16
"K19270",16
"K19519",16
"K19607",16
"K19700",16
"K19702",16
"K20257",16
"K20429",16
"K20712",16
"K20831",16
"K21018",16
"K21023",16
"K21523",16
"K21741",16
"K22024",16
"K22934",16
"K23235",16
"K23361",16
"K24289",16
"K24819",16
"K26030",16
"K26043",16
"K26392",16
"K26914",16
