"genes","cluster"
"K00219",19
"K00252",19
"K00340",19
"K00363",19
"K00372",19
"K00452",19
"K00758",19
"K01130",19
"K01366",19
"K01846",19
"K02318",19
"K02460",19
"K02572",19
"K02733",19
"K02742",19
"K02859",19
"K02878",19
"K02884",19
"K02892",19
"K02994",19
"K03087",19
"K03119",19
"K03435",19
"K03485",19
"K03536",19
"K03725",19
"K03853",19
"K03893",19
"K04108",19
"K04369",19
"K04392",19
"K04632",19
"K04784",19
"K04788",19
"K05138",19
"K05625",19
"K05760",19
"K05780",19
"K06051",19
"K06090",19
"K06096",19
"K06298",19
"K06337",19
"K06485",19
"K06546",19
"K07090",19
"K07303",19
"K07308",19
"K07412",19
"K07540",19
"K07718",19
"K07806",19
"K08160",19
"K08733",19
"K08845",19
"K09113",19
"K09228",19
"K09384",19
"K09414",19
"K09531",19
"K09892",19
"K10235",19
"K10361",19
"K10538",19
"K10570",19
"K11176",19
"K11195",19
"K11220",19
"K11481",19
"K11725",19
"K11773",19
"K11783",19
"K12186",19
"K12190",19
"K12331",19
"K12641",19
"K12741",19
"K12789",19
"K12842",19
"K12972",19
"K13448",19
"K13463",19
"K13522",19
"K13639",19
"K13767",19
"K13831",19
"K13893",19
"K13963",19
"K14207",19
"K14397",19
"K14510",19
"K14532",19
"K14583",19
"K14622",19
"K14850",19
"K14857",19
"K14945",19
"K15017",19
"K15188",19
"K15269",19
"K15304",19
"K15306",19
"K15405",19
"K15515",19
"K15915",19
"K15983",19
"K16275",19
"K16296",19
"K16844",19
"K17348",19
"K17616",19
"K17890",19
"K17893",19
"K17991",19
"K18783",19
"K18837",19
"K18840",19
"K19078",19
"K19113",19
"K19347",19
"K19550",19
"K19713",19
"K19720",19
"K19743",19
"K19779",19
"K19787",19
"K19893",19
"K19992",19
"K20147",19
"K20161",19
"K20510",19
"K20681",19
"K20843",19
"K21054",19
"K21057",19
"K21513",19
"K21645",19
"K21915",19
"K22579",19
"K23508",19
"K23636",19
"K23781",19
"K23862",19
"K23874",19
"K24501",19
"K24917",19
"K25678",19
"K25856",19
"K25880",19
"K26818",19
"K27471",19
