"genes","cluster"
"K00003",3
"K00161",3
"K00262",3
"K00297",3
"K00364",3
"K00371",3
"K00437",3
"K00566",3
"K00610",3
"K00613",3
"K00655",3
"K00656",3
"K00689",3
"K00712",3
"K00789",3
"K00845",3
"K00848",3
"K00876",3
"K00887",3
"K00891",3
"K00903",3
"K00917",3
"K00945",3
"K00950",3
"K00954",3
"K00962",3
"K00976",3
"K01049",3
"K01184",3
"K01209",3
"K01421",3
"K01482",3
"K01493",3
"K01552",3
"K01604",3
"K01628",3
"K01659",3
"K01682",3
"K01704",3
"K01734",3
"K01751",3
"K01775",3
"K01777",3
"K01778",3
"K01866",3
"K01873",3
"K01878",3
"K01889",3
"K01893",3
"K01910",3
"K01911",3
"K01939",3
"K01963",3
"K01966",3
"K02024",3
"K02039",3
"K02040",3
"K02108",3
"K02109",3
"K02119",3
"K02221",3
"K02238",3
"K02348",3
"K02372",3
"K02518",3
"K02525",3
"K02538",3
"K02653",3
"K02784",3
"K02825",3
"K02860",3
"K02864",3
"K02887",3
"K02906",3
"K02919",3
"K02945",3
"K02946",3
"K02967",3
"K02986",3
"K02992",3
"K03106",3
"K03116",3
"K03177",3
"K03217",3
"K03294",3
"K03322",3
"K03331",3
"K03387",3
"K03388",3
"K03389",3
"K03499",3
"K03501",3
"K03524",3
"K03529",3
"K03565",3
"K03569",3
"K03574",3
"K03588",3
"K03606",3
"K03609",3
"K03621",3
"K03629",3
"K03648",3
"K03706",3
"K03741",3
"K03750",3
"K03784",3
"K03789",3
"K03798",3
"K03813",3
"K03831",3
"K03902",3
"K04032",3
"K04072",3
"K04564",3
"K04940",3
"K05364",3
"K05499",3
"K05592",3
"K05896",3
"K06012",3
"K06153",3
"K06183",3
"K06184",3
"K06377",3
"K06382",3
"K06442",3
"K06864",3
"K06920",3
"K06933",3
"K06940",3
"K06952",3
"K06957",3
"K07007",3
"K07058",3
"K07097",3
"K07220",3
"K07258",3
"K07402",3
"K07441",3
"K07444",3
"K07467",3
"K07533",3
"K07568",3
"K07571",3
"K07699",3
"K07704",3
"K07708",3
"K07709",3
"K07727",3
"K07729",3
"K07757",3
"K07776",3
"K08092",3
"K08191",3
"K08224",3
"K08326",3
"K08368",3
"K08602",3
"K09136",3
"K09761",3
"K09768",3
"K09790",3
"K10003",3
"K10010",3
"K10039",3
"K10040",3
"K10213",3
"K10553",3
"K10831",3
"K10906",3
"K11180",3
"K11184",3
"K11517",3
"K11636",3
"K11754",3
"K11900",3
"K12700",3
"K12991",3
"K12992",3
"K13037",3
"K13049",3
"K13256",3
"K13283",3
"K13547",3
"K13684",3
"K14083",3
"K14205",3
"K14260",3
"K14982",3
"K14983",3
"K15024",3
"K15376",3
"K15520",3
"K15548",3
"K15580",3
"K15581",3
"K15889",3
"K15913",3
"K15975",3
"K15984",3
"K16066",3
"K16346",3
"K16511",3
"K16789",3
"K16899",3
"K16907",3
"K16956",3
"K16961",3
"K17468",3
"K17723",3
"K17759",3
"K18230",3
"K18344",3
"K18591",3
"K18843",3
"K18881",3
"K18929",3
"K18940",3
"K18991",3
"K19180",3
"K19225",3
"K19267",3
"K19423",3
"K19591",3
"K20453",3
"K20708",3
"K20860",3
"K20968",3
"K21030",3
"K21303",3
"K21467",3
"K21469",3
"K21474",3
"K21498",3
"K21600",3
"K21703",3
"K21743",3
"K21816",3
"K22043",3
"K22068",3
"K22074",3
"K22480",3
"K22482",3
"K22604",3
"K22699",3
"K22900",3
"K23072",3
"K23073",3
"K24831",3
"K25004",3
"K25314",3
"K25578",3
"K25619",3
"K26032",3
"K26212",3
"K27259",3
"K27395",3
