"genes","cluster"
"K00014",7
"K00019",7
"K00060",7
"K00096",7
"K00150",7
"K00179",7
"K00207",7
"K00282",7
"K00529",7
"K00533",7
"K00556",7
"K00601",7
"K00666",7
"K00669",7
"K00683",7
"K00710",7
"K00720",7
"K00748",7
"K00767",7
"K00793",7
"K00796",7
"K00857",7
"K00860",7
"K00952",7
"K00956",7
"K00970",7
"K00992",7
"K01012",7
"K01034",7
"K01040",7
"K01054",7
"K01066",7
"K01095",7
"K01118",7
"K01133",7
"K01135",7
"K01227",7
"K01266",7
"K01277",7
"K01302",7
"K01373",7
"K01419",7
"K01448",7
"K01455",7
"K01468",7
"K01476",7
"K01480",7
"K01489",7
"K01505",7
"K01513",7
"K01547",7
"K01579",7
"K01596",7
"K01599",7
"K01630",7
"K01647",7
"K01695",7
"K01744",7
"K01759",7
"K01768",7
"K01779",7
"K01874",7
"K01912",7
"K01948",7
"K01959",7
"K02017",7
"K02117",7
"K02118",7
"K02121",7
"K02122",7
"K02123",7
"K02168",7
"K02170",7
"K02182",7
"K02191",7
"K02226",7
"K02231",7
"K02338",7
"K02342",7
"K02379",7
"K02429",7
"K02472",7
"K02477",7
"K02517",7
"K02557",7
"K02560",7
"K02588",7
"K02686",7
"K02783",7
"K02804",7
"K02841",7
"K02881",7
"K02890",7
"K02916",7
"K02935",7
"K02963",7
"K03088",7
"K03098",7
"K03101",7
"K03149",7
"K03183",7
"K03208",7
"K03210",7
"K03271",7
"K03317",7
"K03382",7
"K03412",7
"K03457",7
"K03470",7
"K03473",7
"K03543",7
"K03577",7
"K03608",7
"K03612",7
"K03656",7
"K03658",7
"K03711",7
"K03772",7
"K03775",7
"K03811",7
"K03826",7
"K03827",7
"K03972",7
"K04044",7
"K04061",7
"K04087",7
"K04088",7
"K04107",7
"K04333",7
"K04488",7
"K04573",7
"K04720",7
"K04754",7
"K04760",7
"K04765",7
"K05048",7
"K05290",7
"K05299",7
"K05338",7
"K05363",7
"K05539",7
"K05612",7
"K05658",7
"K05662",7
"K05777",7
"K05788",7
"K05795",7
"K05805",7
"K05825",7
"K05831",7
"K05837",7
"K05844",7
"K05910",7
"K05942",7
"K05964",7
"K05966",7
"K05967",7
"K06068",7
"K06079",7
"K06193",7
"K06206",7
"K06284",7
"K06350",7
"K06351",7
"K06374",7
"K06381",7
"K06398",7
"K06518",7
"K06606",7
"K06894",7
"K06917",7
"K06972",7
"K07012",7
"K07069",7
"K07089",7
"K07091",7
"K07127",7
"K07139",7
"K07148",7
"K07150",7
"K07175",7
"K07216",7
"K07259",7
"K07279",7
"K07287",7
"K07309",7
"K07310",7
"K07315",7
"K07322",7
"K07334",7
"K07498",7
"K07548",7
"K07636",7
"K07654",7
"K07659",7
"K07660",7
"K07669",7
"K07671",7
"K07683",7
"K07684",7
"K07688",7
"K07692",7
"K07696",7
"K07714",7
"K07715",7
"K07717",7
"K07735",7
"K07775",7
"K07799",7
"K08122",7
"K08227",7
"K08234",7
"K08255",7
"K08305",7
"K08307",7
"K08325",7
"K08479",7
"K08641",7
"K08655",7
"K08660",7
"K08678",7
"K08740",7
"K08785",7
"K08961",7
"K08998",7
"K09021",7
"K09131",7
"K09578",7
"K09650",7
"K09667",7
"K09680",7
"K09684",7
"K09759",7
"K09800",7
"K09925",7
"K10012",7
"K10026",7
"K10036",7
"K10126",7
"K10439",7
"K10548",7
"K10671",7
"K10672",7
"K10693",7
"K10706",7
"K10708",7
"K10761",7
"K10793",7
"K10815",7
"K10823",7
"K10824",7
"K10901",7
"K10912",7
"K11145",7
"K11206",7
"K11231",7
"K11250",7
"K11357",7
"K11536",7
"K11625",7
"K11637",7
"K11641",7
"K11735",7
"K11751",7
"K11752",7
"K11927",7
"K11951",7
"K12146",7
"K12252",7
"K12340",7
"K12506",7
"K12538",7
"K12941",7
"K13015",7
"K13017",7
"K13598",7
"K13602",7
"K13611",7
"K13632",7
"K13694",7
"K13714",7
"K13787",7
"K13853",7
"K13940",7
"K13941",7
"K13985",7
"K14051",7
"K14059",7
"K14084",7
"K14195",7
"K14213",7
"K14379",7
"K14487",7
"K14726",7
"K14742",7
"K14805",7
"K14977",7
"K15013",7
"K15362",7
"K15460",7
"K15531",7
"K15532",7
"K15553",7
"K15584",7
"K16089",7
"K16201",7
"K16203",7
"K16264",7
"K16345",7
"K16692",7
"K16785",7
"K16870",7
"K16963",7
"K17229",7
"K17249",7
"K17472",7
"K17879",7
"K17898",7
"K17899",7
"K17998",7
"K17999",7
"K18313",7
"K18398",7
"K18456",7
"K18575",7
"K18660",7
"K18675",7
"K18687",7
"K18770",7
"K18785",7
"K18855",7
"K18907",7
"K18938",7
"K18967",7
"K19051",7
"K19052",7
"K19271",7
"K19635",7
"K19665",7
"K19701",7
"K19820",7
"K19970",7
"K20140",7
"K20445",7
"K20757",7
"K20846",7
"K20859",7
"K20862",7
"K20866",7
"K21305",7
"K21344",7
"K21399",7
"K21400",7
"K21472",7
"K21519",7
"K21672",7
"K21701",7
"K21749",7
"K21900",7
"K21929",7
"K21959",7
"K21993",7
"K22292",7
"K22293",7
"K22424",7
"K22468",7
"K22709",7
"K22857",7
"K22982",7
"K23007",7
"K23123",7
"K23242",7
"K23349",7
"K23753",7
"K23774",7
"K23856",7
"K23950",7
"K23989",7
"K24085",7
"K24118",7
"K24217",7
"K24698",7
"K24727",7
"K24846",7
"K24935",7
"K24948",7
"K25096",7
"K25113",7
"K25137",7
"K25180",7
"K25495",7
"K25674",7
"K25676",7
"K25677",7
"K25774",7
"K25985",7
"K25996",7
"K26045",7
"K26141",7
"K26265",7
"K26273",7
"K26761",7
"K26889",7
"K26937",7
"K27000",7
"K27244",7
"K27374",7
"K27612",7
"K27684",7
