"genes","cluster"
"K00004",4
"K00005",4
"K00010",4
"K00026",4
"K00048",4
"K00059",4
"K00074",4
"K00076",4
"K00124",4
"K00128",4
"K00170",4
"K00236",4
"K00248",4
"K00266",4
"K00284",4
"K00287",4
"K00288",4
"K00370",4
"K00375",4
"K00381",4
"K00392",4
"K00414",4
"K00418",4
"K00427",4
"K00511",4
"K00560",4
"K00625",4
"K00626",4
"K00637",4
"K00641",4
"K00643",4
"K00698",4
"K00703",4
"K00705",4
"K00706",4
"K00757",4
"K00813",4
"K00814",4
"K00831",4
"K00844",4
"K00847",4
"K00863",4
"K00866",4
"K00888",4
"K00938",4
"K00975",4
"K00999",4
"K01006",4
"K01111",4
"K01126",4
"K01190",4
"K01192",4
"K01200",4
"K01205",4
"K01207",4
"K01218",4
"K01223",4
"K01238",4
"K01267",4
"K01268",4
"K01318",4
"K01403",4
"K01405",4
"K01428",4
"K01443",4
"K01466",4
"K01486",4
"K01491",4
"K01497",4
"K01520",4
"K01526",4
"K01530",4
"K01536",4
"K01568",4
"K01571",4
"K01580",4
"K01586",4
"K01613",4
"K01623",4
"K01641",4
"K01686",4
"K01694",4
"K01698",4
"K01702",4
"K01714",4
"K01715",4
"K01754",4
"K01761",4
"K01764",4
"K01772",4
"K01788",4
"K01802",4
"K01814",4
"K01836",4
"K01845",4
"K01880",4
"K01900",4
"K01904",4
"K01905",4
"K01926",4
"K01945",4
"K01950",4
"K01996",4
"K02006",4
"K02010",4
"K02014",4
"K02034",4
"K02065",4
"K02072",4
"K02073",4
"K02110",4
"K02127",4
"K02132",4
"K02133",4
"K02134",4
"K02136",4
"K02137",4
"K02138",4
"K02141",4
"K02154",4
"K02198",4
"K02207",4
"K02218",4
"K02256",4
"K02263",4
"K02272",4
"K02347",4
"K02495",4
"K02499",4
"K02541",4
"K02558",4
"K02567",4
"K02614",4
"K02677",4
"K02730",4
"K02739",4
"K02750",4
"K02800",4
"K02823",4
"K02834",4
"K02865",4
"K02866",4
"K02868",4
"K02870",4
"K02872",4
"K02877",4
"K02880",4
"K02883",4
"K02885",4
"K02889",4
"K02893",4
"K02894",4
"K02900",4
"K02901",4
"K02905",4
"K02908",4
"K02910",4
"K02917",4
"K02918",4
"K02920",4
"K02921",4
"K02923",4
"K02925",4
"K02932",4
"K02934",4
"K02936",4
"K02937",4
"K02940",4
"K02941",4
"K02942",4
"K02943",4
"K02947",4
"K02953",4
"K02957",4
"K02958",4
"K02960",4
"K02962",4
"K02964",4
"K02966",4
"K02969",4
"K02971",4
"K02973",4
"K02975",4
"K02976",4
"K02977",4
"K02978",4
"K02979",4
"K02980",4
"K02981",4
"K02983",4
"K02984",4
"K02985",4
"K02987",4
"K02989",4
"K02991",4
"K02993",4
"K02995",4
"K02997",4
"K03002",4
"K03006",4
"K03010",4
"K03011",4
"K03018",4
"K03032",4
"K03033",4
"K03034",4
"K03035",4
"K03062",4
"K03065",4
"K03066",4
"K03099",4
"K03103",4
"K03120",4
"K03128",4
"K03130",4
"K03131",4
"K03195",4
"K03196",4
"K03199",4
"K03231",4
"K03232",4
"K03234",4
"K03242",4
"K03253",4
"K03257",4
"K03263",4
"K03272",4
"K03273",4
"K03298",4
"K03327",4
"K03329",4
"K03335",4
"K03360",4
"K03364",4
"K03386",4
"K03409",4
"K03436",4
"K03456",4
"K03500",4
"K03515",4
"K03521",4
"K03522",4
"K03525",4
"K03547",4
"K03613",4
"K03617",4
"K03635",4
"K03671",4
"K03695",4
"K03712",4
"K03716",4
"K03785",4
"K03809",4
"K03854",4
"K04068",4
"K04085",4
"K04095",4
"K04345",4
"K04354",4
"K04409",4
"K04464",4
"K04523",4
"K04618",4
"K04646",4
"K04711",4
"K04713",4
"K04718",4
"K04739",4
"K04759",4
"K05236",4
"K05291",4
"K05292",4
"K05293",4
"K05389",4
"K05546",4
"K05565",4
"K05601",4
"K05637",4
"K05665",4
"K05667",4
"K05757",4
"K05765",4
"K05807",4
"K05898",4
"K05917",4
"K06009",4
"K06018",4
"K06041",4
"K06147",4
