"genes","cluster"
"K00034",12
"K00249",12
"K00254",12
"K00428",12
"K00940",12
"K01629",12
"K02007",12
"K02189",12
"K02395",12
"K02652",12
"K03110",12
"K03314",12
"K03325",12
"K03405",12
"K03413",12
"K03462",12
"K03469",12
"K03530",12
"K03769",12
"K03776",12
"K05879",12
"K05916",12
"K06139",12
"K06186",12
"K07133",12
"K07192",12
"K07459",12
"K07559",12
"K08156",12
"K09251",12
"K10004",12
"K12681",12
"K13626",12
"K14153",12
"K14986",12
"K15530",12
"K16011",12
"K16052",12
"K16076",12
"K19036",12
"K19312",12
"K19353",12
"K19721",12
"K22926",12
"K23163",12
"K25183",12
"K26940",12
"K27323",12
