"genes","cluster"
"K00097",12
"K00143",12
"K00209",12
"K00325",12
"K00510",12
"K00631",12
"K00645",12
"K00677",12
"K00696",12
"K00750",12
"K00754",12
"K00783",12
"K00827",12
"K00863",12
"K00941",12
"K00981",12
"K01007",12
"K01067",12
"K01187",12
"K01228",12
"K01403",12
"K01432",12
"K01607",12
"K01609",12
"K01678",12
"K01720",12
"K01930",12
"K01969",12
"K01994",12
"K02028",12
"K02334",12
"K02389",12
"K02396",12
"K02412",12
"K02453",12
"K02544",12
"K02765",12
"K03000",12
"K03027",12
"K03037",12
"K03237",12
"K03240",12
"K03530",12
"K03581",12
"K03602",12
"K03626",12
"K03634",12
"K03687",12
"K03790",12
"K03849",12
"K03924",12
"K04084",12
"K04646",12
"K04884",12
"K05355",12
"K05754",12
"K05989",12
"K06116",12
"K06119",12
"K06139",12
"K06146",12
"K06184",12
"K06215",12
"K06283",12
"K06324",12
"K06610",12
"K06641",12
"K07085",12
"K07195",12
"K07464",12
"K07475",12
"K07482",12
"K07772",12
"K08652",12
"K08656",12
"K08972",12
"K09598",12
"K09773",12
"K09807",12
"K09902",12
"K10011",12
"K10068",12
"K10125",12
"K10258",12
"K10413",12
"K10615",12
"K10645",12
"K10661",12
"K10807",12
"K10973",12
"K11273",12
"K11313",12
"K11604",12
"K11617",12
"K11672",12
"K11687",12
"K12112",12
"K12818",12
"K12963",12
"K13378",12
"K13590",12
"K13888",12
"K14271",12
"K14506",12
"K14546",12
"K14652",12
"K14981",12
"K14986",12
"K15160",12
"K15371",12
"K15507",12
"K15579",12
"K15657",12
"K17217",12
"K17487",12
"K17497",12
"K17816",12
"K18342",12
"K18658",12
"K18701",12
"K18703",12
"K18850",12
"K18857",12
"K19036",12
"K19312",12
"K19642",12
"K19708",12
"K19830",12
"K19976",12
"K20170",12
"K20535",12
"K20549",12
"K20885",12
"K21394",12
"K21526",12
"K21574",12
"K21675",12
"K21751",12
"K22162",12
"K22200",12
"K22276",12
"K22837",12
"K22926",12
"K23010",12
"K23147",12
"K23183",12
"K23565",12
"K23861",12
"K23979",12
"K24340",12
"K24514",12
"K24962",12
"K26672",12
"K27320",12
